data,label,vector
U0VMRUNUIGBjb2wxYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wxYCA9IDE5NjIzNDQ0NDggT1IgYGNvbDFgID0gJ2R3Z2hodGonIEFORCBgY29sMWAgPj0gLTEzMDMzNzk5NjggTElNSVQgMTA0MTM2NzA0LC0yMzQ4ODEwMjQ7,sane,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0 0 0 0]"
U0VMRUNUICogRlJPTSBgdGFiYCBXSEVSRSBgY29sMWAgPj0gMjEzNzEyODk2MCBMSU1JVCAtMTg0NjgwNDQ4MDs=,sane,"[0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
Z3JhbnQgcmVzb3VyY2UgdG8gbmFtZTs=,attack,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wzYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wzYCBMSUtFICclJ3QnJScgTElNSVQgJ2EnOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AsIGBjb2wyYCApIFZBTFVFUyAoICcpKTsKU0VMRUNUIENPVU5UKCopIEZST00gRE9NQUlOLkRPTUFJTlMgQVMgVDEsRE9NQUlOLkNPTFVNTlMgQVMgVDIsRE9NQUlOLlRBQkxFUyBBUyBUMyBBTkQgKCg5NTA4PTk1MDgnLCAnaycgKTs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMmAgPSA2IFdIRVJFIGBjb2wyYCA+PSA2NzkxNDk1NjggTElNSVQgLTIzOTg2MTc2MDs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wyYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wzYCA+PSAtNjgxOTAyMDgwIExJTUlUIDE0MzUyMzg0MCwtMTQ0ODE0ODk5Mjs=,sane,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAgKSBWQUxVRVMgKCAtMTk5NDMyNjAxNiApOw==,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgIExJS0UgIiUnYiclIiBPUiBgY29sMWAgPCAiJ3x8KFNFTEVDVCAnd0xRZScgV0hFUkUgOTA1Mj05MDUyIEFORCA3MDMwPUNPTkNBVChDSEFSKDExMykrQ0hBUigxMjIpK0NIQVIoMTEyKStDSEFSKDk4KStDSEFSKDExMyksKFNFTEVDVCAoQ0FTRSBXSEVOICg3MDMwPTcwMzApIFRIRU4gQ0hBUig0OSkgRUxTRSBDSEFSKDQ4KSBFTkQpKSxDSEFSKDExMykrQ0hBUigxMjApK0NIQVIoMTE4KStDSEFSKDExMykrQ0hBUigxMTMpKSl8fCciIE9SIGBjb2wxYCA8ICInOwogaWYgbm90KHN1YnN0cmluZygoc2VsZWN0IEBAdmVyc2lvbiksMjUsMSkgPD4gNSkgd2FpdGZvciBkZWxheSAnMDowOjInIC0tIiBMSU1JVCAnKSk7ClNFTEVDVCAoQ0FTRSBXSEVOICg0ODQ3PTUwNTQpIFRIRU4gNDg0NyBFTFNFIDEvKFNFTEVDVCAwKSBFTkQpLS0nOw==,attack,"[0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 0 1 1 0 0
 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 1 1 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgID0gLTg4MTUyNDczNiBPUiBgY29sMWAgPSAncmVhbGx5Jzs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 0 1 0 0 0]"
U0VMRUNUIGBjb2wxYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wyYCA+PSAtMjExNzUzMzY5NiBMSU1JVCAtNjcwNTY0MzUyOw==,sane,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wxYCwgYGNvbDFgLCBgY29sMmAsIGBjb2wxYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wzYCA+PSAxNzM0MDgyNTYgTElNSVQgODI3MzkyMDAwLDE4NDMyMDAwMDA7,sane,"[0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAgKSBWQUxVRVMgKCAiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBESVNUSU5DVChjb2x1bW5fbmFtZSkgRlJPTSAoU0VMRUNUIERJU1RJTkNUKGNvbHVtbl9uYW1lKSwgUk9XTlVNIEFTIExJTUlUIEZST00gYWxsX3RhYl9jb2x1bW5zKSBXSEVSRSBMSU1JVD04KSkgQU5EICdpJz0naSIgKTs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 1 0 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgID0gNTg0ODQzMjY0Ow==,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAgKSBWQUxVRVMgKCAiJScgT1IgQ0hBUig4NCl8fENIQVIoMTE3KXx8Q0hBUig3MSl8fENIQVIoNjcpPVJFR0VYUF9TVUJTVFJJTkcoUkVQRUFUKExFRlQoQ1JZUFRfS0VZKENIQVIoNjUpfHxDSEFSKDY5KXx8Q0hBUig4MyksTlVMTCksMCksNTAwMDAwMDAwKSxOVUxMKSBBTkQgJyUnPSciICk7,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMmAgPSA0IFdIRVJFIGBjb2wxYCA9ICIxJyBvciAnMSc9JzEiIEFORCBgY29sMmAgPCAiY3JlYXRlIHVzZXIgbmFtZSBpZGVudGlmaWVkIGJ5ICdwYXNzMTIzJyIgQU5EIGBjb2wxYCBMSUtFICclJ3UnJScgQU5EIGBjb2wyYCA9ICdwJyBBTkQgYGNvbDJgID49ICInKSBXSEVSRSA3NDM1PTc0MzUgT1IgKFNFTEVDVCAqIEZST00gKFNFTEVDVChTTEVFUCg1KSkpcGZXcSkjIiBBTkQgYGNvbDJgID0gJ2ApIFdIRVJFIDY0NTk9NjQ1OSBPUiBKU09OX0tFWVMoKFNFTEVDVCBDT05WRVJUKChTRUxFQ1QgQ09OQ0FUKDB4NzE3YTcwNjI3MSwoU0VMRUNUIChFTFQoMzIxMz0zMjEzLDEpKSksMHg3MTc4NzY3MTcxKSkgVVNJTkcgdXRmOCkpKS0tIFBaVFMnIEFORCBgY29sMWAgPCAnKSBBUyBNd2JIIFdIRVJFIDI1NTY9MjU1NiBBTkQgNzQ3OD1VVExfSU5BRERSLkdFVF9IT1NUX0FERFJFU1MoQ0hSKDExMyl8fENIUigxMjIpfHxDSFIoMTEyKXx8Q0hSKDk4KXx8Q0hSKDExMyl8fChTRUxFQ1QgKENBU0UgV0hFTiAoNzQ3OD03NDc4KSBUSEVOIDEgRUxTRSAwIEVORCkgRlJPTSBEVUFMKXx8Q0hSKDExMyl8fENIUigxMjApfHxDSFIoMTE4KXx8Q0hSKDExMyl8fENIUigxMTMpKS0tIGZQaEknIE9SIGBjb2wzYCA9ICdiJyBBTkQgYGNvbDFgID0gJ2wnIEFORCBgY29sMmAgPSAnYicgQU5EIGBjb2wyYCBMSUtFICIlJ3onJSIgQU5EIGBjb2wyYCBMSUtFICIlJ2snJSI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0
 1 1 0 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0 0]"
U0VMRUNUIGBjb2wzYCwgYGNvbDJgLCBgY29sMmAsIGBjb2wyYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wzYCBMSUtFICclJ3AnJScgTElNSVQgJ2ApIFdIRVJFIDUxNzY9NTE3NiBPUiA2MjczPUJFTkNITUFSSyg1MDAwMDAwLE1ENSgweDY3NDg3MDZkKSktLSBWUkhXJywnMSBvciAxPTEnOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 0 1 0 0 0]"
U0VMRUNUIGBjb2wxYCwgYGNvbDNgIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgIDwgMTk4ODI5NjcwNCBMSU1JVCA1OTkwNjQ1NzY7,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAgKSBWQUxVRVMgKCAnIikpKSBPUiA3MDY2PShTRUxFQ1QgQ09VTlQoKikgRlJPTSBzeXN1c2VycyBBUyBzeXMxLHN5c3VzZXJzIEFTIHN5czIsc3lzdXNlcnMgQVMgc3lzMyxzeXN1c2VycyBBUyBzeXM0LHN5c3VzZXJzIEFTIHN5czUsc3lzdXNlcnMgQVMgc3lzNixzeXN1c2VycyBBUyBzeXM3KSBBTkQgKCgoImNZRFIiIExJS0UgImNZRFInICk7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMWAgPSA5IFdIRVJFIGBjb2wxYCA8ICInOwpTRUxFQ1QgYGNvbDFgIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgID49ICciIEFORCAoU0VMRUNUIChDQVNFIFdIRU4gKDc5MDQ9MzI5NSkgVEhFTiBOVUxMIEVMU0UgQ1RYU1lTLkRSSVRIU1guU04oMSw3OTA0KSBFTkQpIEZST00gRFVBTCkgSVMgTlVMTC0tIHRNaEQnOwogaWYgbm90KChzZWxlY3Qgc2VydmVycHJvcGVydHkoJ2lzaW50ZWdyYXRlZHNlY3VyaXR5b25seScpKSA8PiAxKSB3YWl0Zm9yIGRlbGF5ICcwOjA6MicgLS0iOwpERUxFVEUgRlJPTSBgdGFiYCBXSEVSRSBgY29sMWAgPj0gJyIgQU5EIChTRUxFQ1QgNjI2MiBGUk9NKFNFTEVDVCBDT1VOVCgqKSxDT05DQVQoMHg3MTdhNzA2MjcxLChTRUxFQ1QgKEVMVCg2MjYyPTYyNjIsMSkpKSwweDcxNzg3NjcxNzEsRkxPT1IoUkFORCgwKSoyKSl4IEZST00gSU5GT1JNQVRJT05fU0NIRU1BLlBMVUdJTlMgR1JPVVAgQlkgeClhKS0tIFNxTUsnOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 1 0 0 0 1 1 1 0 0 1 0 0 0 1 0 1 0 1 1 0 0
 1 0 1 0 0 0 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 0 1 1 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMmAgKSBWQUxVRVMgKCAnd2lsbCcgKTs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wzYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wzYCBMSUtFICIlJ3h4cGdmbGhidmp3eGNqJyUiOw==,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSAzIFdIRVJFIGBjb2wzYCA9ICInIHNlbGVjdCAqIGZyb20gaW5mb3JtYXRpb25fc2NoZW1hLnRhYmxlcy0tIiBMSU1JVCAiJScpKSBBTkQgNjg3NT0oU0VMRUNUIENPVU5UKCopIEZST00gQUxMX1VTRVJTIFQxLEFMTF9VU0VSUyBUMixBTExfVVNFUlMgVDMsQUxMX1VTRVJTIFQ0LEFMTF9VU0VSUyBUNSktLSI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0
 1 0 0 0 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMWAgPSA2IFdIRVJFIGBjb2wzYCA9IDE1NjY5NjU3Njs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgID49ICcpKSBPUiBST1coNjE0MCw4MTg4KT4oU0VMRUNUIENPVU5UKCopLENPTkNBVCgweDcxN2E3MDYyNzEsKFNFTEVDVCAoRUxUKDYxNDA9NjE0MCwxKSkpLDB4NzE3ODc2NzE3MSxGTE9PUihSQU5EKDApKjIpKXggRlJPTSAoU0VMRUNUIDk3MDkgVU5JT04gU0VMRUNUIDg1MzcgVU5JT04gU0VMRUNUIDMwNTMgVU5JT04gU0VMRUNUIDg2MzIpYSBHUk9VUCBCWSB4KSBBTkQgKCgyNTk2PTI1OTYnOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 0]"
U0VMRUNUIGBjb2wzYCwgYGNvbDJgIEZST00gYHRhYmAgV0hFUkUgYGNvbDNgID49IDE5NzI2OTkxMzY7,sane,"[0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDNgIExJS0UgJyUndnJuandjeWx0anBhZHInJScgTElNSVQgLTMzOTE0ODgwMDs=,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSA0IFdIRVJFIGBjb2wyYCBMSUtFICIlJ2cnJSIgQU5EIGBjb2wxYCBMSUtFICclJ3NmZndiZmFobHBlam51bnl4d3pndnonJSc7,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 1 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMmAgPSAxIFdIRVJFIGBjb2wyYCA9ICdrc3V0ZGl0enpxam5sZ3dxb2t4b3d5a2lrcm1iaG8nIExJTUlUIC00OTIxNzUzNjA7,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAsIGBjb2wzYCApIFZBTFVFUyAoICd5JywgJ2AgV0hFUkUgNTg3Nj01ODc2IEFORCAxNjMwPShTRUxFQ1QgQ09VTlQoKikgRlJPTSBBTExfVVNFUlMgVDEsQUxMX1VTRVJTIFQyLEFMTF9VU0VSUyBUMyxBTExfVVNFUlMgVDQsQUxMX1VTRVJTIFQ1KS0tIFROV0MnICk7,attack,"[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
